,City,Lat-Long 1,Lat-Long 2,Box size
3186,"('Saint Albans', 'United Kingdom')","('51.687552', '-0.4406074')","('51.8495978', '-0.2416037')",22.666916930759417 km
3187,"('Nakhodka', 'Russia')","('42.7339512', '132.7631155')","('42.8908985', '132.9926314')",25.619570823427754 km
3188,"('Quevedo', 'Ecuador')","('-1.099724', '-79.6166485')","('-0.9434988', '-79.3853875')",30.999134459163347 km
3189,"('Bintulu', 'Malaysia')","('3.0274261', '112.8872803')","('3.3474261', '113.2072803')",50.17103157819453 km
3190,"('Pomona', 'United States')","('34.0185683', '-117.8286722')","('34.1126225', '-117.7112333')",15.045793162485536 km
3191,"('Siem Reap', 'Cambodia')","('13.2017562', '103.6990321')","('13.5217562', '104.0190321')",49.547498688730364 km
3192,"('Escondido', 'United States')","('33.057842', '-117.146104')","('33.211608', '-116.993859')",22.195549033054974 km
3193,"('Cao Lãnh', 'Vietnam')","('10.4068922', '105.5577666')","('10.513065', '105.6918834')",18.80208802413032 km
3194,"('Riobamba', 'Ecuador')","('-1.7105883', '-78.7235915')","('-1.6337126', '-78.5954866')",16.59672237547597 km
3195,"('Vryheid', 'South Africa')","('-27.8104908', '30.7485741')","('-27.7304908', '30.8285741')",11.864858252764142 km
3196,"('Paderborn', 'Germany')","('51.6793659', '8.7104923')","('51.7587989', '8.8354886')",12.358203979556388 km
3197,"('Zamora', 'Mexico')","('19.8228948', '-102.44363')","('20.1428948', '-102.12363')",48.75011460912463 km
3198,"('Manzanillo', 'Cuba')","('20.0574875', '-77.2468747')","('20.4172097', '-76.9653655')",49.50920154525807 km
3199,"('Pasadena', 'United States')","('34.1172023', '-118.198139')","('34.251905', '-118.065479')",19.3084511761272 km
3200,"('Florencio Varela', 'Argentina')","('-34.8223489', '-58.3025334')","('-34.7688424', '-58.238823')",8.320345268258958 km
3201,"('Komaki', 'Japan')","('35.255171', '136.8805483')","('35.3389202', '137.0457387')",17.666125074196344 km
3202,"('Talcahuano', 'Chile')","('-36.7955633', '-73.1656442')","('-36.6019384', '-73.0160004')",25.30829025547152 km
3203,"('Kerch', 'Ukraine')","('45.2130436', '36.3495724')","('45.3950007', '36.6379401')",30.338701915967032 km
3204,"('Patos de Minas', 'Brazil')","('-19.013', '-47.005')","('-18.2571675', '-45.8283103')",149.71798502409854 km
3205,"('Copiapó', 'Chile')","('-28.183388', '-71.14235')","('-26.6643281', '-68.2632053')",330.7118122791675 km
3206,"('Badajoz', 'Spain')","('38.5548501', '-7.1592952')","('39.1940413', '-6.5595629')",87.99796846078023 km
3207,"('M’Sila', 'Algeria')","('35.5705599', '4.4314788')","('35.874381', '4.60533')",37.19943142577528 km
3208,"('Kragujevac', 'Serbia')","('43.8525745', '20.75877')","('44.1725745', '21.07877')",43.84844217184034 km
3209,"('Rimini', 'Italy')","('43.9692955', '12.4384335')","('44.115663', '12.6328853')",22.525346735663014 km
3210,"('Dundee', 'United Kingdom')","('56.3005938', '-3.13019')","('56.6205938', '-2.81019')",40.72851912950528 km
3211,"('Jijel', 'Algeria')","('36.7614229', '5.6760167')","('36.8292292', '5.8263051')",15.379697511247405 km
3212,"('Ocumare del Tuy', 'Venezuela')","('10.0912762', '-66.8074214')","('10.1525112', '-66.721065')",11.638387331047095 km
3213,"('Valdivia', 'Chile')","('-40.0320178', '-73.4139412')","('-39.6370796', '-72.9208535')",60.86353577501872 km
3214,"('Gulu', 'Uganda')","('2.610239', '32.1444273')","('2.930239', '32.4644273')",50.180335044424524 km
3215,"('La Ceiba', 'Honduras')","('15.542353', '-86.89225')","('15.801448', '-86.5981052')",42.61928762310834 km
3216,"('Shāhrūd', 'Iran')","('36.2595026', '54.8049915')","('36.5795026', '55.1249915')",45.65665762193668 km
3217,"('Iruma', 'Japan')","('35.774001', '139.314989')","('35.861961', '139.41946')",13.578844209293727 km
3218,"('Kashikishi', 'Zambia')","('-9.3468496', '28.7007503')","('-9.2668496', '28.7807503')",12.471570134853685 km
3219,"('Sumbawanga', 'Tanzania')","('-8.1123861', '31.4631898')","('-7.7923861', '31.7831898')",49.97303064006329 km
3220,"('Keren', 'Eritrea')","('15.620477', '38.293606')","('15.940477', '38.613606')",49.29042279859646 km
3221,"('Odivelas', 'Portugal')","('38.7602212', '-9.24112')","('38.8305301', '-9.1498877')",11.123781370555252 km
3222,"('New Bedford', 'United States')","('41.591389', '-70.9775124')","('41.7446632', '-70.8993779')",18.224906323899713 km
3223,"('Jāmuria', 'India')","('23.5502317', '86.9170495')","('23.8702317', '87.2370495')",48.17673001663317 km
3224,"('Kutaisi', 'Georgia')","('42.1971209', '42.6061609')","('42.3209444', '42.741879')",17.736531337713135 km
3225,"('Potchefstroom', 'South Africa')","('-26.8750922', '26.9413887')","('-26.5550922', '27.2613887')",47.65463722428368 km
3226,"('Concordia', 'Argentina')","('-31.4188807', '-58.0568844')","('-31.3356591', '-57.9832783')",11.583123974335809 km
3227,"('Abbottabad', 'Pakistan')","('33.9836589', '73.0539122')","('34.3036589', '73.3739122')",46.16267714510024 km
3228,"('Delicias', 'Mexico')","('28.0309814', '-105.629426')","('28.3509814', '-105.309426')",47.37993903068633 km
3229,"('Mallawī', 'Egypt')","('27.691944', '30.8011109')","('27.771944', '30.8811109')",11.866667244568447 km
3230,"('Ağrı', 'Turkey')","('39.5582503', '42.8559036')","('40.0023008', '43.4273324')",69.47736232718269 km
3231,"('Amasya', 'Turkey')","('40.4903248', '35.6729148')","('40.8103248', '35.9929148')",44.66824616846611 km
3232,"('Lạng Sơn', 'Vietnam')","('21.781578', '106.696762')","('21.9275983', '106.8002233')",19.385436336675124 km
3233,"('Salamanca', 'Spain')","('40.9146276', '-5.735802')","('40.9931932', '-5.6226215')",12.920071349601344 km
3234,"('Kastamonu', 'Turkey')","('41.2165359', '33.6170087')","('41.5365359', '33.9370087')",44.493356061287514 km
3235,"('Marvdasht', 'Iran')","('29.8362905', '52.7662895')","('29.9162905', '52.8462895')",11.76311950414279 km
3236,"('Goma', 'Congo (Kinshasa)')","('-1.8265685', '29.065652')","('-1.5065685', '29.385652')",50.19867285927144 km
3237,"('Yonago', 'Japan')","('35.374067', '133.226853')","('35.519628', '133.48055')",28.13061133083025 km
3238,"('Chingola', 'Zambia')","('-12.5874926', '27.8200422')","('-12.5074926', '27.9000422')",12.406232873422697 km
3239,"('Fairfield', 'United States')","('38.158498', '-122.174914')","('38.308742', '-121.8919794')",29.862521658554527 km
3240,"('Mostaganem', 'Algeria')","('35.9106743', '0.0536192')","('36.0387584', '0.1767306')",18.035356014465926 km
3241,"('Hābra', 'India')","('22.8046679', '88.6218466')","('22.8846679', '88.7018466')",12.079367937671302 km
3242,"('Mauli', 'India')","('13.3874561', '75.2841446')","('13.4274561', '75.3241446')",6.192881781268938 km
3243,"('Sibiu', 'Romania')","('45.6338743', '23.9219067')","('45.8570932', '24.2445941')",35.29988763135691 km
3244,"('Naperville', 'United States')","('41.6698948', '-88.235296')","('41.821991', '-88.0885135')",20.843284417494687 km
3245,"('Quilpué', 'Chile')","('-33.2465302', '-71.4939299')","('-33.0003926', '-70.9923466')",54.187493278314435 km
3246,"('Dolores Hidalgo Cuna de la Independencia Nacional', 'Mexico')","('21.1174', '-100.9746179')","('21.1974', '-100.8946179')",12.144680152449677 km
3247,"('Kopeysk', 'Russia')","('54.9813453', '61.4586469')","('55.2394787', '61.7319546')",33.615867249904184 km
3248,"('Lüleburgaz', 'Turkey')","('41.2171114', '27.194193')","('41.5919053', '27.6153452')",54.523627958617645 km
3249,"('Al Ḩawīyah', 'Saudi Arabia')","('21.4048658', '40.4629502')","('21.4848658', '40.5429502')",12.133861497593031 km
3250,"('Bellevue', 'United States')","('47.535013', '-122.2228062')","('47.660788', '-122.0872197')",17.30668572062608 km
3251,"('Binghamton', 'United States')","('42.071862', '-75.95015')","('42.131775', '-75.857082')",10.176107823757418 km
3252,"('Nchelenge', 'Zambia')","('-9.3876333', '28.6952607')","('-9.3076333', '28.7752607')",12.470865134162795 km
3253,"('Negombo', 'Sri Lanka')","('7.0494282', '79.673117')","('7.3694282', '79.993117')",50.01493957947469 km
3254,"('Ambāla', 'India')","('30.2243674', '76.610421')","('30.5443674', '76.930421')",46.95090641846908 km
3255,"('Disūq', 'Egypt')","('31.1127044', '30.6349239')","('31.1450057', '30.6650964')",4.594233296187425 km
3256,"('Malakal', 'South Sudan')","('9.3810608', '31.4904255')","('9.7010608', '31.8104255')",49.86988899996681 km
3257,"('Bacău', 'Romania')","('46.5057551', '26.8629898')","('46.6215354', '26.9546634')",14.664670924434706 km
3258,"('Osorno', 'Chile')","('-40.7883383', '-73.4179825')","('-40.4194168', '-72.7682657')",68.57241967805003 km
3259,"('Elkhart', 'United States')","('41.6376615', '-86.0423016')","('41.73882', '-85.8700733')",18.216247779490793 km
3260,"('Topeka', 'United States')","('38.917193', '-95.812263')","('39.1094', '-95.6019399')",28.055950856245303 km
3261,"('Mogi Guaçu', 'Brazil')","('-22.4008447', '-47.242696')","('-22.066', '-46.7905566')",59.56082490002928 km
3262,"('Man', 'Côte D’Ivoire')","('7.2490813', '-7.7101702')","('7.5690813', '-7.3901702')",50.004075370076094 km
3263,"('Joliet', 'United States')","('41.4304465', '-88.3621969')","('41.5948417', '-87.9903608')",36.01247563606136 km
3264,"('Pyatigorsk', 'Russia')","('44.0272365', '42.9563928')","('44.0721271', '43.1160616')",13.733546357769253 km
3265,"('Clermont-Ferrand', 'France')","('45.7556941', '3.0532561')","('45.8183838', '3.1721761')",11.578465969039636 km
3266,"('Moshi', 'Tanzania')","('-3.5086456', '37.1835249')","('-3.1886456', '37.5035249')",50.167088127600465 km
3267,"('Rubtsovsk', 'Russia')","('51.4631492', '81.1382758')","('51.578533', '81.3207319')",18.03266353039249 km
3268,"('Cam Ranh', 'Vietnam')","('11.7689549', '109.002072')","('12.0305639', '109.2840537')",42.20434676197866 km
3269,"('Wamba', 'Congo (Kinshasa)')","('2.9003056', '30.4894722')","('2.9403056', '30.5294722')",6.272146245956263 km
3270,"('Franco da Rocha', 'Brazil')","('-23.368891', '-46.8433535')","('-23.2575101', '-46.6365378')",24.487782119581663 km
3271,"('Dadu', 'Pakistan')","('26.5674836', '67.6204974')","('26.8874836', '67.9404974')",47.65237956291882 km
3272,"('Sagay', 'Philippines')","('10.6491601', '123.2461811')","('11.115721', '123.7348474')",74.28147209135234 km
3273,"('Bălţi', 'Moldova')","('47.728628', '27.7834843')","('47.8247111', '28.0506237')",22.693137678050714 km
3274,"('San Juan', 'Philippines')","('14.5907468', '121.0195402')","('14.6138698', '121.0592262')",4.982980907443329 km
3275,"('Kolomna', 'Russia')","('55.0334451', '38.6914899')","('55.132053', '38.9049259')",17.501341171674177 km
3276,"('Lárisa', 'Greece')","('39.4783092', '22.2560706')","('39.7983092', '22.5760706')",44.909636773883065 km
3277,"('Misato', 'Japan')","('35.7816503', '139.8397438')","('35.8680787', '139.900333')",11.042576385244509 km
3278,"('San Miguel de Allende', 'Mexico')","('20.8883248', '-100.7730586')","('20.934945', '-100.7138495')",8.036346663511145 km
3279,"('Beaumont', 'United States')","('29.9729432', '-94.2249569')","('30.1890213', '-94.0369338')",30.03887103548402 km
3280,"('Paranaguá', 'Brazil')","('-25.7332958', '-48.704')","('-25.365', '-48.276')",59.285171687812664 km
3281,"('García', 'Mexico')","('25.7721949', '-100.6331005')","('25.8521949', '-100.5531005')",11.954230181374843 km
3282,"('Kakamigahara', 'Japan')","('35.355923', '136.79202')","('35.44673', '136.963092')",18.520279700026816 km
3283,"('Logroño', 'Spain')","('42.4288461', '-2.5422727')","('42.5199157', '-2.341968')",19.330042072454408 km
3284,"('Matanzas', 'Cuba')","('22.951011', '-81.7508273')","('23.1535688', '-81.4064287')",41.82031486567481 km
3285,"('Ilagan', 'Philippines')","('16.9886341', '121.7286466')","('17.3086341', '122.0486466')",49.12733756141722 km
3286,"('David', 'Panama')","('8.4229845', '-82.4514068')","('8.4825721', '-82.4072383')",8.19072612109938 km
3287,"('Le Mans', 'France')","('47.927977', '0.1362825')","('48.0358733', '0.2550938')",14.919597224450877 km
3288,"('San Justo', 'Argentina')","('-34.7141365', '-58.5888431')","('-34.6615964', '-58.5380469')",7.45904463446408 km
3289,"('Qūchān', 'Iran')","('36.945993', '58.3508056')","('37.265993', '58.6708056')",45.50022555048121 km
3290,"('Berezniki', 'Russia')","('59.270839', '56.5912984')","('59.5654224', '57.0610564')",42.28853840507112 km
3291,"('Shillong', 'India')","('25.4160446', '91.7225282')","('25.7360446', '92.0425282')",47.85855676149037 km
3292,"('Ereğli', 'Turkey')","('37.4742466', '34.0080033')","('37.5542466', '34.0880033')",11.351621078625575 km
3293,"('Tizi Ouzou', 'Algeria')","('36.6437181', '3.9761773')","('36.7558481', '4.1746238')",21.663416515218074 km
3294,"('Durrës', 'Albania')","('41.2818302', '19.4185115')","('41.3805248', '19.5153264')",13.631936069282897 km
3295,"('Yalova', 'Turkey')","('40.5205916', '29.1854487')","('40.6676998', '29.3503941')",21.489732934050537 km
3296,"('Villa de Cura', 'Venezuela')","('9.995746', '-67.526157')","('10.075746', '-67.446157')",12.458516416580572 km
3297,"('Paterson', 'United States')","('40.888682', '-74.206197')","('40.94159', '-74.129233')",8.749868864504549 km
3298,"('Merced', 'United States')","('37.221935', '-120.5427532')","('37.3757339', '-120.3995169')",21.275211824239385 km
3299,"('Kolār', 'India')","('12.9769996', '77.9739606')","('13.2969996', '78.2939606')",49.56932732757621 km
3300,"('Cape Coast', 'Ghana')","('4.947467', '-1.4030793')","('5.267467', '-1.0830793')",50.11148451160698 km
3301,"('Al Mukallā', 'Yemen')","('14.3824624', '48.9631345')","('14.7024624', '49.2831345')",49.427046325197246 km
3302,"('Dongxing', 'China')","('21.3906387', '107.8079792')","('21.7106387', '108.1279792')",48.519350626640524 km
3303,"('Comayagua', 'Honduras')","('14.355282', '-87.8954755')","('14.5956117', '-87.3842585')",61.192787230570914 km
3304,"('Barranca', 'Peru')","('-10.7827106', '-77.7941895')","('-10.66266', '-77.5727594')",27.623087734461432 km
3305,"('Khasavyurt', 'Russia')","('43.2026444', '46.5477113')","('43.2856377', '46.6476949')",12.28640559757803 km
3306,"('Saguenay', 'Canada')","('48.245959', '-71.229183')","('48.565959', '-70.909183')",42.74916452732731 km
3307,"('Tuxtepec', 'Mexico')","('17.9274632', '-96.2827767')","('18.2474632', '-95.9627767')",49.008198590785554 km
3308,"('Kairouan', 'Tunisia')","('35.5110101', '9.94062')","('35.8310101', '10.26062')",45.82527300618534 km
3309,"('Marbella', 'Spain')","('36.4600069', '-5.0146669')","('36.5549709', '-4.7305677')",27.54572441101441 km
3310,"('Huelva', 'Spain')","('37.1078343', '-7.0055804')","('37.3672858', '-6.8320233')",32.65414535785111 km
3311,"('Kumba', 'Cameroon')","('4.3771854', '9.2156173')","('4.8281552', '9.5706725')",63.55388486213458 km
3312,"('Parnaíba', 'Brazil')","('-3.1201607', '-41.869')","('-2.7548792', '-41.6470349')",47.33328417928036 km
3313,"('Bharatpur', 'Nepal')","('27.5517535', '84.1572862')","('27.8247361', '84.5260113')",47.30780762352431 km
3314,"('Saïda', 'Algeria')","('34.7876623', '0.0704279')","('34.9002944', '0.2144627')",18.156867641538778 km
3315,"('Kusatsu', 'Japan')","('34.9979088', '135.94046')","('35.0379088', '135.98046')",5.746342283865617 km
3316,"('Florencia', 'Colombia')","('1.4558666', '-75.7743045')","('1.7758666', '-75.4543045')",50.199296299563436 km
3317,"('Pueblo', 'United States')","('38.189106', '-104.7222744')","('38.3453683', '-104.4600366')",28.766714734720914 km
3318,"('Pleiku', 'Vietnam')","('13.8335157', '107.838725')","('14.0871053', '108.0993829')",39.7547432522739 km
3319,"('Coimbra', 'Portugal')","('40.0989228', '-8.5916759')","('40.3520146', '-8.3129036')",36.779707633495065 km
3320,"('Ajdābiyā', 'Libya')","('30.5950035', '20.0633257')","('30.9150035', '20.3833257')",46.87606375774535 km
3321,"('Tyler', 'United States')","('32.2306715', '-95.4188842')","('32.4679055', '-95.1932894')",33.809061657474295 km
3322,"('Ciego de Ávila', 'Cuba')","('21.7642917', '-78.8969726')","('21.9947411', '-78.6208632')",38.28077729202446 km
3323,"('Pécs', 'Hungary')","('45.9941673', '18.1358056')","('46.1616082', '18.3660004')",25.75778241588447 km
3324,"('Ghaznī', 'Afghanistan')","('33.3848968', '68.2532108')","('33.7048968', '68.5732108')",46.29237814199018 km
3325,"('Blackpool', 'United Kingdom')","('53.7782212', '-3.0964845')","('53.8582212', '-3.0164845')",10.346240127265444 km
3326,"('Nawābganj', 'Bangladesh')","('23.6205756', '90.1478557')","('23.7005756', '90.2278557')",12.04624200722952 km
3327,"('Altay', 'China')","('47.6602816', '87.9619769')","('47.9802816', '88.2819769')",42.896800109948146 km
3328,"('El Progreso', 'Honduras')","('15.3609458', '-87.8520187')","('15.4409458', '-87.7720187')",12.333364499110845 km
3329,"('Torrance', 'United States')","('33.7802812', '-118.4824689')","('33.8871325', '-118.308127')",20.02241902529848 km
3330,"('Pemba', 'Mozambique')","('-13.1098813', '40.4670014')","('-12.9509413', '40.588483')",21.97329627400494 km
3331,"('Jaú', 'Brazil')","('-22.478775', '-48.7316528')","('-22.1213028', '-48.3419846')",56.38409302328457 km
3332,"('Metairie', 'United States')","('29.9683566', '-90.2376169')","('30.034366', '-90.1211162')",13.412428138580774 km
3333,"('Touggourt', 'Algeria')","('33.0782995', '5.7568191')","('33.1770796', '6.0797409')",32.06414362967995 km
3334,"('Túxpam de Rodríguez Cano', 'Mexico')","('20.7918378', '-97.5645371')","('21.1118378', '-97.2445371')",48.60930752565279 km
3335,"('Nevşehir', 'Turkey')","('38.5673293', '34.5999731')","('38.690968', '34.7713806')",20.276772167179423 km
3336,"('Béchar', 'Algeria')","('31.1832712', '-2.4054716')","('32.048555', '-1.3536167')",138.43990109795914 km
3337,"('Lévis', 'Canada')","('46.5721827', '-71.5189217')","('46.8422475', '-70.9937811')",50.13914112113744 km
3338,"('Bhīmavaram', 'India')","('16.3827689', '81.367344')","('16.7027689', '81.687344')",49.201110264941256 km
3339,"('Tottenham', 'United Kingdom')","('51.5776955', '-0.0872892')","('51.6176955', '-0.0472892')",5.242914156428075 km
